"","animal_id_intake","intake_type","intake_condition","time_in_shelter_days","animal_type","sex_upon_intake","age_upon_intake_(years)","age_upon_intake_age_group","breed","color","outcome_type","age","time_in_shelter_months","time_in_shelter_weeks","binary","trinary","fixed_or_not"
"5162","A696624","Stray","Normal",6,"Cat","Male",0.493150684931507,"(-0.025, 2.5]","Domestic Longhair Mix","Brown Tabby","Adoption",0.5,0,1,0,"under_one_month","Intact"
"5163","A696645","Stray","Normal",9,"Dog","Female",4,"(2.5, 5.0]","Chihuahua Shorthair Mix","White","Adoption",4,0,1,0,"under_one_month","Fixed"
"5164","A696645","Owner Surrender","Normal",6,"Dog","Female",2,"(-0.025, 2.5]","Chihuahua Shorthair Mix","White","Adoption",2,0,1,0,"under_one_month","Intact"
"5165","A696646","Owner Surrender","Normal",52,"Dog","Male",1,"(-0.025, 2.5]","Catahoula","Brown Merle","Adoption",1,2,7,1,"over one month","Fixed"
"5166","A696652","Stray","Normal",9,"Dog","Male",0.575342465753425,"(-0.025, 2.5]","Great Pyrenees","Cream","Adoption",0.6,0,1,0,"under_one_month","Fixed"
"5167","A696655","Public Assist","Normal",8,"Dog","Male",10,"(7.5, 10.0]","Chihuahua Shorthair Mix","White","Return to Owner",10,0,1,0,"under_one_month","Intact"
"5168","A696668","Stray","Normal",8,"Dog","Female",3,"(2.5, 5.0]","German Shepherd Mix","Sable","Adoption",3,0,1,0,"under_one_month","Intact"
"5169","A696688","Owner Surrender","Normal",57,"Cat","Female",3,"(2.5, 5.0]","Domestic Shorthair Mix","Calico","Adoption",3,2,8,1,"over one month","Fixed"
"5170","A696714","Stray","Normal",7,"Cat","Female",1,"(-0.025, 2.5]","Domestic Longhair Mix","Tortie","Return to Owner",1,0,1,0,"under_one_month","Intact"
"5171","A696715","Owner Surrender","Normal",7,"Dog","Male",2,"(-0.025, 2.5]","Chihuahua Shorthair Mix","Yellow","Adoption",2,0,1,0,"under_one_month","Fixed"
"5172","A696718","Owner Surrender","Normal",9,"Dog","Female",1,"(-0.025, 2.5]","Pit Bull Mix","Tan","Adoption",1,0,1,0,"under_one_month","Fixed"
"5173","A696731","Public Assist","Normal",7,"Dog","Male",3,"(2.5, 5.0]","German Shepherd Mix","Sable","Return to Owner",3,0,1,0,"under_one_month","Fixed"
"5174","A696731","Stray","Normal",7,"Dog","Male",2,"(-0.025, 2.5]","German Shepherd Mix","Sable","Adoption",2,0,1,0,"under_one_month","Intact"
"5175","A696734","Stray","Normal",7,"Dog","Male",1,"(-0.025, 2.5]","Labrador Retriever Mix","Black","Transfer",1,0,1,0,"under_one_month","Intact"
"5176","A696745","Public Assist","Normal",6,"Dog","Male",6,"(5.0, 7.5]","German Shepherd","White","Return to Owner",6,0,1,0,"under_one_month","Fixed"
"5177","A696755","Owner Surrender","Normal",67,"Dog","Female",1,"(-0.025, 2.5]","Pit Bull Mix","Yellow Brindle","Adoption",1,2,10,1,"over one month","Fixed"
"5178","A696761","Stray","Normal",8,"Dog","Male",4,"(2.5, 5.0]","German Wirehaired Pointer Mix","Liver","Adoption",4,0,1,0,"under_one_month","Fixed"
"5179","A696779","Stray","Normal",7,"Dog","Female",1,"(-0.025, 2.5]","Australian Cattle Dog","Blue Merle","Transfer",1,0,1,0,"under_one_month","Intact"
"5180","A696788","Stray","Normal",79,"Dog","Female",0.73972602739726,"(-0.025, 2.5]","Dachshund","Black","Adoption",0.7,3,11,1,"over one month","Intact"
"5181","A696792","Stray","Normal",6,"Dog","Male",8,"(7.5, 10.0]","Miniature Poodle Mix","White","Adoption",8,0,1,0,"under_one_month","Fixed"
"5182","A696793","Stray","Normal",9,"Dog","Female",0.410958904109589,"(-0.025, 2.5]","Pit Bull Mix","Brown Brindle","Adoption",0.4,0,1,0,"under_one_month","Intact"
"5183","A696794","Owner Surrender","Normal",9,"Cat","Male",1,"(-0.025, 2.5]","Domestic Shorthair Mix","Brown Tabby","Adoption",1,0,1,0,"under_one_month","Fixed"
"5184","A696799","Stray","Normal",6,"Dog","Female",3,"(2.5, 5.0]","Chihuahua Shorthair Mix","Tricolor","Adoption",3,0,1,0,"under_one_month","Intact"
"5185","A696818","Stray","Normal",93,"Dog","Female",2,"(-0.025, 2.5]","American Staffordshire Terrier Mix","Brown","Adoption",2,3,13,1,"over one month","Intact"
"5186","A696819","Public Assist","Normal",9,"Dog","Male",0.493150684931507,"(-0.025, 2.5]","Cocker Spaniel Mix","Sable","Adoption",0.5,0,1,0,"under_one_month","Intact"
"5187","A696821","Stray","Normal",52,"Dog","Female",2,"(-0.025, 2.5]","Labrador Retriever Mix","Black","Adoption",2,2,7,1,"over one month","Intact"
"5188","A696853","Owner Surrender","Normal",9,"Dog","Male",2,"(-0.025, 2.5]","Labrador Retriever Mix","Yellow","Adoption",2,0,1,0,"under_one_month","Fixed"
"5189","A696853","Stray","Normal",8,"Dog","Male",1,"(-0.025, 2.5]","Labrador Retriever Mix","Yellow","Adoption",1,0,1,0,"under_one_month","Intact"
"5190","A696856","Stray","Normal",6,"Dog","Female",3,"(2.5, 5.0]","Pit Bull Mix","Red","Return to Owner",3,0,1,0,"under_one_month","Fixed"
"5191","A696862","Stray","Normal",7,"Dog","Female",3,"(2.5, 5.0]","Bruss Griffon Mix","White","Adoption",3,0,1,0,"under_one_month","Fixed"
"5192","A696866","Public Assist","Normal",8,"Dog","Female",5,"(2.5, 5.0]","Maltese Mix","White","Adoption",5,0,1,0,"under_one_month","Fixed"
"5193","A696867","Public Assist","Normal",9,"Dog","Male",5,"(2.5, 5.0]","Pug","White","Adoption",5,0,1,0,"under_one_month","Fixed"
"5194","A696875","Stray","Normal",7,"Dog","Male",2,"(-0.025, 2.5]","Chihuahua Shorthair","Sable","Transfer",2,0,1,0,"under_one_month","Fixed"
"5195","A696904","Stray","Normal",6,"Dog","Female",0.821917808219178,"(-0.025, 2.5]","Yorkshire Terrier","White","Transfer",0.8,0,1,0,"under_one_month","Intact"
"5196","A696926","Stray","Normal",8,"Dog","Female",1,"(-0.025, 2.5]","Miniature Poodle Mix","Black","Adoption",1,0,1,0,"under_one_month","Fixed"
"5197","A696928","Stray","Normal",72,"Cat","Male",2,"(-0.025, 2.5]","Domestic Shorthair Mix","Black","Adoption",2,2,10,1,"over one month","Intact"
"5198","A696929","Owner Surrender","Injured",74,"Dog","Male",0.164383561643836,"(-0.025, 2.5]","Siberian Husky Mix","Gray","Adoption",0.2,2,11,1,"over one month","Intact"
"5199","A696931","Owner Surrender","Injured",84,"Dog","Female",3,"(2.5, 5.0]","Pit Bull Mix","Black","Transfer",3,3,12,1,"over one month","Intact"
"5200","A696932","Stray","Normal",7,"Dog","Female",0.575342465753425,"(-0.025, 2.5]","Border Collie Mix","White","Adoption",0.6,0,1,0,"under_one_month","Intact"
"5201","A696945","Owner Surrender","Normal",56,"Dog","Female",8,"(7.5, 10.0]","Border Collie","Black","Transfer",8,2,8,1,"over one month","Fixed"
"5202","A696952","Stray","Normal",6,"Dog","Female",2,"(-0.025, 2.5]","Black","Black","Return to Owner",2,0,1,0,"under_one_month","Fixed"
"5203","A696957","Owner Surrender","Normal",80,"Dog","Male",7,"(5.0, 7.5]","Staffordshire Mix","Tan","Adoption",7,3,11,1,"over one month","Fixed"
"5204","A696957","Stray","Normal",77,"Dog","Male",7,"(5.0, 7.5]","Staffordshire Mix","Tan","Adoption",7,3,11,1,"over one month","Intact"
"5205","A696958","Stray","Normal",8,"Dog","Male",0.164383561643836,"(-0.025, 2.5]","Chihuahua Shorthair Mix","Liver","Adoption",0.2,0,1,0,"under_one_month","Intact"
"5206","A696959","Stray","Normal",7,"Cat","Unknown",2,"(-0.025, 2.5]","Domestic Shorthair Mix","Black","Transfer",2,0,1,0,"under_one_month","Unknown"
"5207","A696967","Stray","Normal",7,"Cat","Unknown",1,"(-0.025, 2.5]","Domestic Shorthair Mix","Brown Tabby","Transfer",1,0,1,0,"under_one_month","Unknown"
"5208","A696976","Owner Surrender","Normal",96,"Cat","Female",10,"(7.5, 10.0]","Domestic Shorthair Mix","Torbie","Adoption",10,3,14,1,"over one month","Fixed"
"5209","A696977","Owner Surrender","Normal",76,"Cat","Female",3,"(2.5, 5.0]","Domestic Shorthair Mix","Tortie","Adoption",3,2,11,1,"over one month","Fixed"
"5210","A696980","Stray","Normal",6,"Dog","Male",1,"(-0.025, 2.5]","Chihuahua Shorthair Mix","Buff","Adoption",1,0,1,0,"under_one_month","Intact"
"5211","A696986","Public Assist","Normal",7,"Dog","Male",2,"(-0.025, 2.5]","Rottweiler","Brown","Return to Owner",2,0,1,0,"under_one_month","Fixed"
"5212","A696999","Stray","Normal",7,"Dog","Male",1,"(-0.025, 2.5]","Chihuahua Shorthair Mix","Tan","Adoption",1,0,1,0,"under_one_month","Intact"
"5213","A697011","Owner Surrender","Normal",6,"Dog","Male",1,"(-0.025, 2.5]","Mastiff Mix","Brown Brindle","Adoption",1,0,1,0,"under_one_month","Intact"
"5214","A697012","Public Assist","Normal",8,"Cat","Male",2,"(-0.025, 2.5]","Domestic Shorthair Mix","Black","Return to Owner",2,0,1,0,"under_one_month","Fixed"
"5215","A697013","Stray","Normal",57,"Dog","Female",3,"(2.5, 5.0]","Australian Cattle Dog","Black","Adoption",3,2,8,1,"over one month","Intact"
"5216","A697014","Owner Surrender","Normal",9,"Dog","Male",1,"(-0.025, 2.5]","Mastiff Mix","Tan","Adoption",1,0,1,0,"under_one_month","Intact"
"5217","A697015","Stray","Normal",9,"Dog","Male",1,"(-0.025, 2.5]","Miniature Schnauzer Mix","Black","Adoption",1,0,1,0,"under_one_month","Intact"
"5218","A697023","Stray","Normal",54,"Dog","Male",1,"(-0.025, 2.5]","German Shepherd","Sable","Adoption",1,2,8,1,"over one month","Fixed"
"5219","A697025","Stray","Normal",6,"Dog","Female",4,"(2.5, 5.0]","Staffordshire","Brown Brindle","Transfer",4,0,1,0,"under_one_month","Intact"
"5220","A697026","Public Assist","Normal",8,"Dog","Male",1,"(-0.025, 2.5]","Border Collie Mix","Black","Return to Owner",1,0,1,0,"under_one_month","Fixed"
"5221","A697030","Stray","Normal",74,"Cat","Female",1,"(-0.025, 2.5]","Domestic Shorthair Mix","Brown Tabby","Transfer",1,2,11,1,"over one month","Intact"
"5222","A697035","Stray","Normal",7,"Dog","Female",0.493150684931507,"(-0.025, 2.5]","Australian Cattle Dog Mix","Brown","Transfer",0.5,0,1,0,"under_one_month","Intact"
"5223","A697039","Stray","Normal",6,"Dog","Male",0.821917808219178,"(-0.025, 2.5]","Basset Hound","Red","Adoption",0.8,0,1,0,"under_one_month","Intact"
"5224","A697117","Stray","Normal",56,"Dog","Female",2,"(-0.025, 2.5]","Labrador Retriever","White","Transfer",2,2,8,1,"over one month","Intact"
"5225","A697121","Owner Surrender","Normal",70,"Dog","Female",1,"(-0.025, 2.5]","Great Pyrenees","White","Adoption",1,2,10,1,"over one month","Intact"
"5226","A697131","Owner Surrender","Injured",69,"Dog","Female",8,"(7.5, 10.0]","Boxer","Tan","Adoption",8,2,10,1,"over one month","Fixed"
"5227","A697141","Stray","Normal",95,"Dog","Female",3,"(2.5, 5.0]","Pit Bull Mix","White","Transfer",3,3,14,1,"over one month","Intact"
"5228","A697142","Owner Surrender","Normal",59,"Dog","Female",1,"(-0.025, 2.5]","Pit Bull Mix","Yellow Brindle","Adoption",1,2,8,1,"over one month","Intact"
"5229","A697157","Stray","Normal",73,"Dog","Female",0.00273972602739726,"(-0.025, 2.5]","Labrador Retriever","White","Adoption",0,2,10,1,"over one month","Intact"
"5230","A697158","Stray","Normal",72,"Dog","Male",0.00273972602739726,"(-0.025, 2.5]","Newfoundland Mix","White","Adoption",0,2,10,1,"over one month","Intact"
"5231","A697159","Stray","Normal",73,"Dog","Male",0.00273972602739726,"(-0.025, 2.5]","Labrador Retriever","White","Adoption",0,2,10,1,"over one month","Intact"
"5232","A697160","Stray","Normal",72,"Dog","Male",0.00273972602739726,"(-0.025, 2.5]","Labrador Retriever","Tan","Adoption",0,2,10,1,"over one month","Intact"
"5233","A697161","Stray","Normal",92,"Dog","Male",0.00273972602739726,"(-0.025, 2.5]","Great Pyrenees Mix","Sable","Adoption",0,3,13,1,"over one month","Intact"
"5234","A697162","Stray","Normal",71,"Dog","Female",0.00273972602739726,"(-0.025, 2.5]","Labrador Retriever","White","Adoption",0,2,10,1,"over one month","Intact"
"5235","A697163","Stray","Normal",71,"Dog","Male",0.00273972602739726,"(-0.025, 2.5]","Labrador Retriever","Sable","Adoption",0,2,10,1,"over one month","Intact"
"5236","A697164","Stray","Normal",72,"Dog","Female",0.00273972602739726,"(-0.025, 2.5]","Labrador Retriever","White","Adoption",0,2,10,1,"over one month","Intact"
"5237","A697165","Stray","Normal",72,"Dog","Female",0.00273972602739726,"(-0.025, 2.5]","Labrador Retriever","White","Adoption",0,2,10,1,"over one month","Fixed"
"5238","A697166","Stray","Normal",72,"Dog","Female",0.00273972602739726,"(-0.025, 2.5]","Labrador Retriever","White","Adoption",0,2,10,1,"over one month","Intact"
"5239","A697168","Stray","Injured",9,"Dog","Male",5,"(2.5, 5.0]","Pit Bull Mix","Black","Transfer",5,0,1,0,"under_one_month","Fixed"
"5240","A697170","Stray","Normal",98,"Dog","Female",2,"(-0.025, 2.5]","Chihuahua Shorthair Mix","White","Adoption",2,3,14,1,"over one month","Intact"
"5241","A697184","Stray","Normal",59,"Dog","Male",1,"(-0.025, 2.5]","Labrador Retriever Mix","Black","Adoption",1,2,8,1,"over one month","Intact"
"5242","A697193","Stray","Normal",8,"Cat","Female",1,"(-0.025, 2.5]","Domestic Shorthair Mix","Tortie","Adoption",1,0,1,0,"under_one_month","Fixed"
"5243","A697194","Stray","Normal",8,"Dog","Female",10,"(7.5, 10.0]","Rottweiler","Black","Adoption",10,0,1,0,"under_one_month","Intact"
"5244","A697204","Stray","Normal",6,"Dog","Male",6,"(5.0, 7.5]","Pit Bull Mix","Tan","Return to Owner",6,0,1,0,"under_one_month","Intact"
"5245","A697235","Stray","Normal",62,"Dog","Female",3,"(2.5, 5.0]","Harrier Mix","Black","Adoption",3,2,9,1,"over one month","Intact"
"5246","A697237","Stray","Normal",6,"Dog","Male",0.164383561643836,"(-0.025, 2.5]","Chihuahua Shorthair Mix","White","Adoption",0.2,0,1,0,"under_one_month","Intact"
"5247","A697263","Stray","Normal",7,"Dog","Female",0.821917808219178,"(-0.025, 2.5]","Airedale Terrier Mix","Black","Transfer",0.8,0,1,0,"under_one_month","Fixed"
"5248","A697268","Stray","Normal",7,"Cat","Male",3,"(2.5, 5.0]","Domestic Shorthair Mix","Orange Tabby","Adoption",3,0,1,0,"under_one_month","Fixed"
"5249","A697281","Stray","Normal",8,"Dog","Male",0.246575342465753,"(-0.025, 2.5]","Chihuahua Longhair","Tricolor","Adoption",0.2,0,1,0,"under_one_month","Intact"
"5250","A697284","Stray","Normal",7,"Dog","Male",2,"(-0.025, 2.5]","American Bulldog Mix","Tan","Adoption",2,0,1,0,"under_one_month","Intact"
"5251","A697296","Stray","Normal",8,"Dog","Female",1,"(-0.025, 2.5]","Australian Shepherd Mix","Tan","Transfer",1,0,1,0,"under_one_month","Intact"
"5252","A697303","Owner Surrender","Normal",6,"Cat","Female",7,"(5.0, 7.5]","Domestic Shorthair Mix","White","Adoption",7,0,1,0,"under_one_month","Fixed"
"5253","A697305","Owner Surrender","Sick",66,"Cat","Female",0.493150684931507,"(-0.025, 2.5]","Domestic Shorthair Mix","Tortie","Adoption",0.5,2,9,1,"over one month","Intact"
"5254","A697306","Stray","Normal",8,"Dog","Female",0.246575342465753,"(-0.025, 2.5]","Belgian Malinois Mix","Brown","Adoption",0.2,0,1,0,"under_one_month","Intact"
"5255","A697308","Public Assist","Normal",9,"Dog","Female",4,"(2.5, 5.0]","Chihuahua Shorthair Mix","Brown","Return to Owner",4,0,1,0,"under_one_month","Fixed"
"5256","A697311","Stray","Normal",8,"Dog","Male",2,"(-0.025, 2.5]","Yorkshire Terrier","Gray","Adoption",2,0,1,0,"under_one_month","Intact"
"5257","A697320","Stray","Normal",7,"Dog","Female",1,"(-0.025, 2.5]","Chihuahua Shorthair Mix","Tan","Return to Owner",1,0,1,0,"under_one_month","Intact"
"5258","A697322","Stray","Normal",7,"Cat","Male",2,"(-0.025, 2.5]","Domestic Shorthair Mix","Orange Tabby","Adoption",2,0,1,0,"under_one_month","Intact"
"5259","A697342","Stray","Normal",6,"Dog","Male",0.821917808219178,"(-0.025, 2.5]","Labrador Retriever Mix","Yellow","Adoption",0.8,0,1,0,"under_one_month","Intact"
"5260","A697356","Stray","Normal",64,"Dog","Male",1,"(-0.025, 2.5]","Staffordshire Mix","Brown Brindle","Adoption",1,2,9,1,"over one month","Intact"
"5261","A697367","Stray","Normal",6,"Dog","Male",1,"(-0.025, 2.5]","Dachshund Mix","Brown","Adoption",1,0,1,0,"under_one_month","Intact"
"5262","A697368","Stray","Normal",6,"Dog","Female",1,"(-0.025, 2.5]","Australian Shepherd Mix","Brown Merle","Adoption",1,0,1,0,"under_one_month","Intact"
"5263","A697370","Stray","Normal",6,"Dog","Male",0.246575342465753,"(-0.025, 2.5]","German Shepherd Mix","Brown","Adoption",0.2,0,1,0,"under_one_month","Intact"
"5264","A697371","Stray","Normal",7,"Dog","Female",2,"(-0.025, 2.5]","Labrador Retriever","Brown","Transfer",2,0,1,0,"under_one_month","Intact"
"5265","A697385","Stray","Normal",7,"Dog","Female",6,"(5.0, 7.5]","Shih Tzu","White","Transfer",6,0,1,0,"under_one_month","Fixed"
"5266","A697422","Public Assist","Normal",8,"Dog","Female",3,"(2.5, 5.0]","American Bulldog","White","Return to Owner",3,0,1,0,"under_one_month","Fixed"
"5267","A697432","Owner Surrender","Normal",9,"Dog","Male",0.821917808219178,"(-0.025, 2.5]","Australian Cattle Dog","Red","Adoption",0.8,0,1,0,"under_one_month","Fixed"
"5268","A697432","Stray","Normal",7,"Dog","Male",0.821917808219178,"(-0.025, 2.5]","Australian Cattle Dog","Red","Adoption",0.8,0,1,0,"under_one_month","Intact"
"5269","A697451","Owner Surrender","Normal",8,"Dog","Female",3,"(2.5, 5.0]","Miniature Schnauzer","Gray","Adoption",3,0,1,0,"under_one_month","Fixed"
"5270","A697451","Stray","Injured",84,"Dog","Female",3,"(2.5, 5.0]","Miniature Schnauzer","Gray","Adoption",3,3,12,1,"over one month","Fixed"
"5271","A697457","Stray","Normal",7,"Dog","Female",0.410958904109589,"(-0.025, 2.5]","Boxer Mix","Fawn","Adoption",0.4,0,1,0,"under_one_month","Intact"
"5272","A697473","Stray","Normal",84,"Dog","Female",5,"(2.5, 5.0]","Pit Bull Mix","White","Euthanasia",5,3,12,1,"over one month","Intact"
"5273","A697476","Stray","Normal",8,"Dog","Male",3,"(2.5, 5.0]","German Shepherd Mix","Tan","Adoption",3,0,1,0,"under_one_month","Intact"
"5274","A697488","Owner Surrender","Normal",89,"Dog","Female",3,"(2.5, 5.0]","Black Mouth Cur","Brown","Adoption",3,3,13,1,"over one month","Fixed"
"5275","A697503","Public Assist","Normal",9,"Dog","Female",1,"(-0.025, 2.5]","German Shepherd Mix","Black","Return to Owner",1,0,1,0,"under_one_month","Fixed"
"5276","A697533","Public Assist","Other",68,"Dog","Female",2,"(-0.025, 2.5]","Pit Bull Mix","Chocolate","Adoption",2,2,10,1,"over one month","Intact"
"5277","A697536","Public Assist","Other",7,"Dog","Male",12,"(10.0, 12.5]","Rottweiler Mix","Black","Euthanasia",12,0,1,0,"under_one_month","Intact"
"5278","A697539","Public Assist","Other",58,"Dog","Female",0.328767123287671,"(-0.025, 2.5]","Pit Bull Mix","Brown","Adoption",0.3,2,8,1,"over one month","Intact"
"5279","A697549","Public Assist","Other",53,"Dog","Male",1,"(-0.025, 2.5]","Pit Bull Mix","Brown Brindle","Adoption",1,2,8,1,"over one month","Intact"
"5280","A697573","Public Assist","Normal",7,"Dog","Male",2,"(-0.025, 2.5]","Pit Bull Mix","Black","Euthanasia",2,0,1,0,"under_one_month","Fixed"
"5281","A697584","Stray","Normal",6,"Dog","Female",0.164383561643836,"(-0.025, 2.5]","German Shepherd","Tricolor","Adoption",0.2,0,1,0,"under_one_month","Intact"
"5282","A697621","Stray","Normal",8,"Dog","Male",1,"(-0.025, 2.5]","Australian Kelpie Mix","Red","Adoption",1,0,1,0,"under_one_month","Intact"
"5283","A697656","Owner Surrender","Normal",7,"Dog","Male",4,"(2.5, 5.0]","Rottweiler","Black","Transfer",4,0,1,0,"under_one_month","Fixed"
"5284","A697665","Owner Surrender","Normal",8,"Dog","Male",3,"(2.5, 5.0]","Chihuahua Shorthair Mix","Tan","Transfer",3,0,1,0,"under_one_month","Fixed"
"5285","A697669","Owner Surrender","Normal",90,"Cat","Male",3,"(2.5, 5.0]","Domestic Shorthair Mix","Orange Tabby","Adoption",3,3,13,1,"over one month","Fixed"
"5286","A697690","Public Assist","Normal",8,"Cat","Female",0.657534246575342,"(-0.025, 2.5]","Domestic Shorthair Mix","Black","Return to Owner",0.7,0,1,0,"under_one_month","Fixed"
"5287","A697694","Stray","Normal",6,"Dog","Female",0.493150684931507,"(-0.025, 2.5]","Shetland Sheepdog","Black","Adoption",0.5,0,1,0,"under_one_month","Intact"
"5288","A697706","Stray","Normal",9,"Dog","Female",2,"(-0.025, 2.5]","Pointer Mix","White","Transfer",2,0,1,0,"under_one_month","Intact"
"5289","A697721","Owner Surrender","Normal",9,"Cat","Male",3,"(2.5, 5.0]","Domestic Shorthair Mix","Blue Tabby","Adoption",3,0,1,0,"under_one_month","Fixed"
"5290","A697726","Owner Surrender","Normal",8,"Cat","Male",2,"(-0.025, 2.5]","Domestic Shorthair Mix","Brown Tabby","Adoption",2,0,1,0,"under_one_month","Fixed"
"5291","A697729","Stray","Normal",7,"Cat","Female",0.164383561643836,"(-0.025, 2.5]","Domestic Shorthair Mix","Blue Tabby","Adoption",0.2,0,1,0,"under_one_month","Intact"
"5292","A697747","Stray","Normal",8,"Dog","Female",1,"(-0.025, 2.5]","Pug","Tan","Adoption",1,0,1,0,"under_one_month","Intact"
"5293","A697761","Owner Surrender","Normal",9,"Dog","Male",0.73972602739726,"(-0.025, 2.5]","Labrador Retriever Mix","Black","Transfer",0.7,0,1,0,"under_one_month","Fixed"
"5294","A697765","Public Assist","Normal",9,"Dog","Female",4,"(2.5, 5.0]","Chinese Sharpei Mix","Brown","Return to Owner",4,0,1,0,"under_one_month","Fixed"
